ReportNumber,ReportDate,FirstResponse_Reference,FirstResponse_LegalStatus,FirstResponse_StatusReason,FinalResponse_Reference,FinalResponse_LegalStatus,FinalResponse_StatusReason,HasFirstResponse,HasFinalResponse
000000253339,2022-03-13,41122283,הדיווח נחסם: נקלט בעבר,קובץ דיווח בשם זהה נקלט בעבר,41122283,לא תקין,הדיווח אינו תקין ולא נקלט ברשות.   ראה פירוט בדוח שגויים.  יש להעביר דיווח מתקן בהתאם לדוח שגויים ובתיאום מראש עם הרשות.,Yes,Yes
